"시점","관측지점별",평균기온 (℃),평균최고기온 (℃),평균최저기온 (℃),최고기온 (℃),최저기온 (℃),합계강수량 (mm),평균지면온도 (℃)
"2015","춘천",12.5,18.4,7.3,35.9,-15.7,757.8,14.4
"2015","백령도",11.9,15.0,9.4,30.2,-11.5,601.5,14.9
"2015","북강릉",13.1,17.6,8.8,36.1,-11.8,1017.5,18.3
"2015","강릉",13.9,18.2,10.0,36.8,-9.7,1047.4,15.6
"2015","동해",13.8,18.0,10.1,36.6,-8.8,911.2,16.0
"2015","서울",13.6,18.7,9.3,36.0,-13.0,792.1,15.4
"2015","인천",13.1,17.0,9.9,33.1,-11.2,652.0,14.8
"2015","원주",13.6,19.1,8.6,37.0,-13.1,903.8,14.3
"2015","울릉도",13.1,16.2,10.6,33.7,-6.9,1393.5,15.4
"2015","수원",13.5,19.0,8.8,35.3,-11.7,751.1,14.3
"2015","영월",12.4,18.9,6.7,35.6,-15.3,676.0,15.0
"2015","충주",12.7,18.7,7.3,36.1,-13.8,731.8,14.5
"2015","서산",12.7,18.1,7.9,33.7,-10.5,815.9,15.3
"2015","울진",13.2,17.7,8.8,35.5,-10.4,819.1,15.7
"2015","청주",14.0,19.2,9.6,36.4,-10.8,756.9,15.1
"2015","대전",14.0,19.4,9.2,36.3,-12.4,822.7,16.1
"2015","추풍령",12.2,17.7,7.0,34.8,-12.1,829.0,14.4
"2015","안동",12.9,19.0,7.5,37.2,-13.1,755.1,15.7
"2015","상주",13.7,19.5,8.7,36.6,-11.1,800.3,16.1
"2015","포항",14.8,18.9,11.2,37.5,-9.3,919.5,17.3
"2015","군산",13.4,18.1,9.4,34.7,-9.1,895.8,15.9
"2015","대구",14.8,20.1,10.2,38.3,-8.9,908.5,17.4
"2015","전주",14.2,19.6,9.7,35.3,-10.1,813.5,16.8
"2015","울산",15.0,19.8,10.8,36.8,-8.2,1044.6,16.2
"2015","창원",14.6,19.4,10.8,35.5,-7.8,1110.7,15.8
"2015","광주",14.6,19.8,10.4,36.2,-8.7,1049.6,16.6
"2015","부산",15.4,19.5,12.2,33.5,-7.8,1396.7,16.5
"2015","통영",14.8,19.3,11.3,34.2,-6.7,1463.8,16.9
"2015","목포",14.4,18.6,11.0,35.5,-6.1,1041.6,16.5
"2015","여수",14.9,18.2,12.1,32.9,-7.5,1250.5,16.0
"2015","흑산도",13.6,16.7,11.3,32.4,-4.3,1085.8,16.4
"2015","완도",14.5,18.9,10.9,33.1,-5.4,1638.5,17.0
"2015","고창",13.4,18.7,8.8,35.6,-13.0,956.1,16.2
"2015","순천",13.2,19.3,8.1,35.4,-9.3,1331.5,15.6
"2015","진도(첨찰산)",11.7,16.6,8.6,31.8,-8.4,1451.2,14.4
"2015","제주",16.7,19.8,14.1,36.7,-0.7,1728.3,18.5
"2015","고산",15.6,18.5,13.2,33.4,-1.4,1546.4,18.2
"2015","성산",15.7,19.3,12.2,32.9,-2.8,2542.2,17.2
"2015","서귀포",16.7,20.0,13.9,31.5,-0.8,2618.1,18.5
"2015","진주",13.4,19.6,8.0,35.5,-11.5,1324.8,15.8
"2015","강화",12.0,17.1,7.1,33.5,-12.1,647.9,14.5
"2015","양평",12.9,18.9,7.6,36.1,-13.5,801.5,15.1
"2015","이천",12.4,18.7,6.8,36.3,-14.0,842.5,14.5
"2015","인제",11.1,17.6,5.8,35.4,-16.0,755.7,13.7
"2015","홍천",12.2,19.0,6.6,37.1,-16.4,740.0,14.0
"2015","태백",9.8,15.4,4.8,33.1,-15.8,882.8,11.4
"2015","정선",11.4,17.9,6.3,36.3,-14.4,724.6,13.0
"2015","제천",11.1,17.8,5.1,36.0,-17.1,803.4,14.0
"2015","보은",12.0,18.6,6.4,35.2,-13.7,817.0,14.7
"2015","천안",13.0,18.8,7.9,36.3,-12.8,728.0,15.5
"2015","보령",13.3,18.0,9.2,33.8,-9.7,785.4,15.5
"2015","부여",12.9,19.0,7.8,35.8,-14.2,848.8,15.4
"2015","금산",12.6,18.8,7.1,35.7,-13.2,877.6,15.0
"2015","부안",13.5,18.7,9.2,35.5,-12.2,924.1,15.2
"2015","임실",12.1,18.6,6.5,35.6,-15.0,843.1,13.9
"2015","정읍",14.1,19.7,9.5,36.6,-10.1,988.5,16.4
"2015","남원",12.8,18.8,7.8,35.9,-11.9,869.0,15.1
"2015","장수",11.5,17.9,5.9,34.2,-14.6,1012.2,14.3
"2015","고창군",13.9,19.5,9.3,36.2,-10.9,966.3,15.8
"2015","영광",13.5,18.8,8.9,35.9,-11.4,962.6,15.4
"2015","김해",15.3,20.6,11.2,36.7,-7.9,1034.6,17.5
"2015","순창",13.3,19.5,8.0,35.6,-12.7,1061.1,15.2
"2015","북창원",14.5,19.8,10.2,35.3,-8.9,1101.1,16.7
"2015","양산",14.9,20.4,10.4,37.4,-7.6,1236.0,16.4
"2015","보성",14.6,19.7,9.9,34.8,-6.8,1211.6,16.1
"2015","강진",13.9,19.3,9.3,34.0,-6.6,1240.4,15.8
"2015","장흥",13.9,19.5,8.9,35.3,-8.0,1161.0,16.0
"2015","해남",13.9,19.2,9.0,34.1,-7.4,1157.8,16.3
"2015","고흥",14.1,19.4,9.3,34.2,-7.4,1379.7,15.9
"2015","의령",12.9,19.6,7.4,34.8,-12.4,1077.2,16.7
"2015","함양",13.0,19.6,7.5,37.1,-10.8,985.4,14.3
"2015","광양",15.4,20.2,11.5,37.1,-7.8,1205.6,17.1
"2015","진도",14.1,18.5,9.9,33.4,-4.9,1330.6,16.8
"2015","봉화",10.3,17.3,4.1,35.5,-17.1,589.2,13.0
"2015","영주",12.5,18.6,6.9,37.1,-13.7,771.2,15.5
"2015","문경",12.5,18.4,7.2,36.1,-11.9,765.3,16.0
"2015","청송",11.6,18.7,5.6,37.4,-15.1,707.3,14.3
"2015","영덕",13.5,19.0,8.8,38.2,-10.8,811.3,16.0
"2015","의성",12.1,19.5,5.7,38.7,-16.3,596.5,14.9
"2015","구미",14.1,19.7,9.0,36.8,-9.6,779.0,16.2
"2015","영천",13.5,19.8,7.9,37.6,-10.4,838.7,15.7
"2015","경주",13.5,19.8,8.2,37.9,-9.8,976.7,16.0
"2015","거창",12.4,18.7,6.9,34.8,-12.8,1031.2,15.6
"2015","합천",13.4,20.1,7.9,37.3,-11.5,1044.5,16.8
"2015","밀양",14.2,20.6,8.7,36.6,-11.0,951.3,16.3
"2015","산청",13.3,19.2,8.4,35.3,-9.9,1397.2,15.7
"2015","거제",14.9,19.7,10.9,35.9,-6.6,1778.4,17.3
"2015","남해",14.7,19.7,10.7,34.7,-7.2,1789.3,17.0
"2016","속초",12.8,16.8,9.0,35.9,-16.4,1333.8,14.2
"2016","철원",11.2,17.4,5.5,34.3,-20.6,1180.9,13.9
"2016","동두천",12.6,19.3,7.4,35.7,-19.3,1087.2,15.0
"2016","파주",11.7,18.2,6.2,35.0,-20.0,1163.9,15.1
"2016","대관령",8.1,13.5,2.9,32.4,-23.0,1184.0,10.8
"2016","춘천",12.4,18.2,7.4,35.7,-20.1,1333.8,14.5
"2016","백령도",11.9,15.0,9.4,31.5,-14.2,734.0,14.5
"2016","북강릉",13.1,17.4,9.1,34.9,-15.2,1204.2,14.3
"2016","강릉",13.8,18.1,10.0,35.5,-14.7,1258.2,15.9
"2016","동해",14.2,18.0,10.6,34.5,-12.0,924.5,15.3
"2016","서울",13.6,18.5,9.4,36.6,-18.0,991.7,15.7
"2016","인천",13.3,17.1,10.0,34.0,-16.3,864.3,15.0
"2016","원주",13.4,18.5,8.8,35.7,-15.9,874.6,14.0
"2016","울릉도",13.2,16.3,10.7,31.5,-9.9,2050.4,14.8
"2016","수원",13.6,19.1,9.0,36.5,-16.2,1023.4,14.0
"2016","영월",12.4,18.6,7.1,36.6,-17.4,940.4,15.5
"2016","충주",12.9,19.0,7.5,36.7,-17.0,917.1,14.9
"2016","서산",12.9,18.2,8.2,34.6,-12.7,922.1,15.5
"2016","울진",13.2,17.7,9.2,33.9,-13.5,1196.3,15.5
"2016","청주",13.9,18.9,9.5,36.3,-16.3,938.0,15.0
"2016","대전",14.0,19.4,9.4,37.6,-17.0,1228.4,16.5
"2016","추풍령",12.4,17.9,7.4,35.6,-16.8,1147.1,14.5
"2016","안동",13.2,19.2,7.9,37.8,-15.7,934.4,15.6
"2016","상주",13.8,19.6,9.0,37.2,-15.1,1136.2,16.3
"2016","포항",15.2,19.2,11.7,39.3,-12.3,1515.4,17.0
"2016","군산",13.8,18.6,9.8,34.9,-13.8,1144.4,16.2
"2016","대구",14.6,19.8,10.1,38.1,-13.0,1227.3,17.4
"2016","전주",14.3,19.4,10.2,36.2,-13.0,1117.7,16.6
"2016","울산",14.8,19.4,10.8,35.7,-11.4,1693.9,15.0
"2016","창원",14.9,19.6,11.1,36.7,-12.6,1893.0,16.3
"2016","광주",15.0,20.1,10.9,37.2,-11.7,1482.3,16.3
"2016","부산",15.7,19.8,12.5,37.3,-10.2,1760.2,17.2
"2016","통영",15.3,19.5,11.9,35.2,-8.6,1993.7,16.7
"2016","목포",14.8,18.8,11.5,36.0,-9.1,1398.0,17.2
"2016","여수",15.3,18.6,12.5,34.4,-8.9,1616.6,16.4
"2016","흑산도",13.7,16.9,11.3,31.6,-8.7,1183.1,16.2
"2016","완도",15.1,19.2,11.6,35.6,-8.0,1608.4,16.8
"2016","고창",14.0,19.1,9.7,35.7,-12.4,1090.9,15.6
"2016","순천",13.9,19.7,9.0,37.8,-13.4,1614.6,15.6
"2016","진도(첨찰산)",12.4,17.0,9.3,33.4,-12.7,1454.0,15.4
"2016","제주",17.0,20.2,14.4,35.5,-5.8,1416.4,18.4
"2016","고산",16.2,19.2,13.8,34.0,-6.2,1293.1,18.3
"2016","성산",16.3,19.8,13.1,35.3,-6.9,2255.9,17.2
"2016","서귀포",17.0,20.1,14.3,33.2,-6.4,2204.5,18.9
"2016","진주",13.8,19.9,8.6,37.5,-12.8,1734.6,16.3
"2016","강화",12.1,17.2,7.4,33.9,-17.4,1100.9,14.6
"2016","양평",12.9,18.8,7.9,36.1,-17.8,935.9,15.5
"2016","이천",12.7,19.0,7.2,36.3,-18.5,870.2,15.1
"2016","인제",11.2,17.4,6.0,35.0,-19.0,1185.7,14.0
"2016","홍천",12.3,18.9,6.9,36.6,-19.3,967.9,14.2
"2016","태백",9.8,15.3,4.8,34.6,-20.4,1141.4,11.5
"2016","정선",11.5,17.9,6.5,35.9,-18.3,1174.2,13.6
"2016","제천",11.3,17.8,5.4,35.4,-20.7,1107.9,13.6
"2016","보은",12.3,18.8,6.7,35.6,-18.2,1291.6,15.4
"2016","천안",12.7,18.6,7.4,35.1,-18.6,1004.8,15.0
"2016","보령",13.6,18.3,9.5,33.9,-13.6,792.8,16.0
"2016","부여",13.3,19.4,8.2,36.2,-17.5,1129.3,16.0
"2016","금산",12.7,19.0,7.3,35.7,-17.4,1325.6,15.3
"2016","부안",13.8,19.0,9.5,35.1,-15.6,1075.5,15.8
"2016","임실",12.5,19.1,7.0,36.3,-20.6,1326.5,14.2
"2016","정읍",14.3,19.7,9.7,36.4,-14.7,1279.5,16.4
"2016","남원",13.5,19.4,8.5,36.2,-17.0,1388.5,15.2
"2016","장수",11.7,18.0,6.1,34.1,-17.5,1485.8,15.0
"2016","고창군",14.3,19.8,9.7,37.0,-13.0,1126.1,16.0
"2016","영광",13.7,18.8,9.2,35.1,-13.2,1209.3,15.8
"2016","김해",15.4,20.6,11.4,36.7,-10.4,1634.0,17.7
"2016","순창",12.7,18.7,7.5,35.4,-17.7,1509.9,15.2
"2016","북창원",14.9,19.9,10.7,36.3,-11.3,1985.7,16.5
"2016","양산",15.3,20.7,10.8,37.5,-10.5,1978.8,16.5
"2016","보성",14.7,19.7,10.1,36.1,-9.6,1599.8,16.4
"2016","강진",14.4,19.6,10.0,37.0,-9.5,1619.4,16.3
"2016","장흥",14.3,19.5,9.5,36.2,-10.5,1513.2,16.7
"2016","해남",14.0,19.4,9.1,37.1,-9.8,1360.2,17.1
"2016","고흥",14.2,19.3,9.6,36.0,-9.3,1641.9,16.6
"2016","의령",13.3,19.9,7.9,37.0,-13.9,1474.0,17.1
"2016","함양",13.6,20.0,8.1,37.3,-11.7,1128.0,15.1
"2016","광양",15.4,20.1,11.5,37.8,-9.9,1607.4,17.4
"2016","진도",14.5,18.7,10.4,35.2,-8.6,1569.1,17.1
"2016","봉화",10.8,17.6,4.8,35.0,-18.7,1044.8,13.3
"2016","영주",12.3,18.2,6.8,35.5,-16.9,1263.3,16.0
"2016","문경",12.3,18.0,7.3,36.3,-16.2,1193.8,16.1
"2016","청송",11.8,18.6,6.0,36.3,-15.9,1008.0,14.7
"2016","영덕",13.8,19.1,9.2,38.6,-13.7,1088.3,15.7
"2016","의성",12.7,20.0,6.5,38.0,-19.3,1017.5,15.5
"2016","구미",14.2,19.5,9.4,36.6,-13.1,1208.0,16.5
"2016","영천",13.9,19.9,8.5,39.6,-13.9,1175.2,15.7
"2016","경주",14.0,19.9,8.9,39.4,-12.9,1251.4,15.6
"2016","거창",12.7,19.1,7.3,36.5,-13.4,1229.8,15.8
"2016","합천",13.8,20.3,8.5,39.2,-14.0,1505.6,17.4
"2016","밀양",14.7,20.8,9.5,37.8,-12.0,1568.2,16.9
"2016","산청",13.8,19.6,9.0,37.0,-12.1,1530.0,15.9
"2016","거제",15.6,20.1,11.7,36.9,-8.7,2262.6,17.5
"2016","남해",15.1,20.0,11.1,37.5,-8.8,2400.8,17.0
"2017","속초",13.1,17.4,8.9,34.9,-11.2,1208.2,14.9
"2017","북춘천",11.3,18.1,5.3,37.5,-19.0,1133.4,13.7
"2017","철원",10.5,16.8,4.5,33.8,-18.8,1233.4,13.6
"2017","동두천",11.8,18.6,6.4,35.9,-16.6,989.7,14.6
"2017","파주",10.5,17.2,4.7,34.9,-18.8,947.8,13.8
"2017","대관령",7.3,12.5,2.0,31.1,-21.1,1025.3,9.7
"2017","춘천",11.7,17.6,6.4,36.3,-17.6,1217.2,13.7
"2017","백령도",11.8,15.0,9.3,31.8,-7.4,335.1,14.9
"2017","북강릉",13.1,17.3,8.8,33.9,-10.7,1172.4,14.9
"2017","강릉",13.9,18.3,9.9,37.1,-9.6,1081.9,15.4
"2017","동해",14.1,18.0,10.2,33.8,-7.5,985.7,14.9
"2017","서울",13.0,18.1,8.8,35.4,-12.6,1233.2,15.0
"2017","인천",12.5,16.3,9.3,34.0,-11.1,1028.9,13.9
"2017","원주",12.1,17.3,7.3,34.8,-15.2,1063.6,13.9
"2017","울릉도",13.1,16.2,10.5,32.4,-7.0,1181.7,15.0
"2017","수원",12.6,18.3,7.8,36.9,-13.6,1328.6,14.0
"2017","영월",11.7,17.9,6.2,35.7,-15.6,996.1,13.8
"2017","충주",12.0,18.3,6.4,36.3,-16.0,1072.9,14.2
"2017","서산",12.2,17.6,7.2,34.7,-12.9,830.4,16.1
"2017","울진",13.2,18.0,8.8,37.1,-9.0,857.5,15.8
"2017","청주",13.4,18.7,8.9,36.7,-11.1,1301.2,14.8
"2017","대전",13.4,18.9,8.5,35.9,-11.8,1127.5,16.1
"2017","추풍령",11.9,17.7,6.6,34.6,-12.1,921.8,14.1
"2017","안동",12.6,19.0,7.0,36.6,-14.5,938.8,14.8
"2017","상주",13.3,19.3,8.2,36.6,-11.2,953.3,16.1
"2017","포항",15.0,19.4,11.1,38.6,-8.0,674.3,17.4
"2017","군산",13.1,18.2,8.8,36.2,-10.0,774.4,15.4
"2017","대구",14.4,20.1,9.3,38.4,-10.2,663.7,17.1
"2017","전주",13.6,19.0,9.2,35.1,-9.7,947.8,16.2
"2017","울산",14.5,19.4,10.1,36.1,-8.7,671.4,15.2
"2017","창원",14.8,20.0,10.5,38.5,-8.4,879.3,16.3
"2017","광주",14.6,20.1,10.2,37.3,-7.9,936.6,16.4
"2017","부산",15.2,19.6,11.7,36.2,-7.7,1014.4,17.5
"2017","통영",14.9,19.4,11.1,36.3,-7.3,1249.4,18.3
"2017","목포",14.3,18.5,10.8,34.5,-6.5,722.5,17.2
"2017","여수",14.3,18.5,10.8,34.5,-6.5,722.5,17.2
"2017","흑산도",15.0,18.8,11.9,35.9,-6.8,1019.6,16.7
"2017","완도",13.5,17.2,10.8,33.7,-2.7,746.9,16.7
"2017","고창",14.9,19.6,11.0,35.4,-5.1,958.1,16.9
"2017","순천",13.1,18.7,8.1,35.3,-9.4,901.9,15.2
"2017","진도(첨찰산)",12.7,19.3,7.1,36.4,-10.2,883.4,14.9
"2017","홍성",12.4,17.4,9.0,34.0,-7.7,814.5,15.4
"2017","고산",16.8,20.0,14.0,37.0,-1.1,773.3,18.4
"2017","성산",16.0,19.1,13.4,35.1,-1.4,861.3,18.3
"2017","서귀포",16.0,19.8,12.3,34.3,-3.8,1917.7,16.8
"2017","진주",17.0,20.3,14.0,35.8,-1.6,1334.0,18.8
"2017","강화",13.5,20.3,7.5,37.1,-12.0,766.7,16.4
"2017","양평",11.5,16.5,6.6,33.4,-14.3,809.3,14.0
"2017","이천",12.2,18.1,6.8,36.3,-17.0,1188.4,15.1
"2017","인제",11.7,18.2,5.9,37.1,-17.4,1020.0,14.7
"2017","홍천",10.5,16.8,5.2,35.8,-17.3,1209.3,13.5
"2017","태백",11.3,18.0,5.7,37.2,-18.2,1192.2,13.7
"2017","정선",9.0,14.5,3.9,33.1,-16.3,933.8,10.9
"2017","제천",10.8,17.3,5.5,35.5,-17.2,972.5,13.6
"2017","보은",10.5,17.2,4.3,36.2,-18.9,1070.7,13.4
"2017","천안",11.5,18.4,5.5,35.8,-16.9,1322.8,14.6
"2017","보령",11.8,18.0,6.1,35.2,-15.9,1305.0,14.1
"2017","부여",12.8,17.5,8.5,35.2,-10.4,856.2,15.2
"2017","금산",12.5,18.9,7.0,36.5,-13.3,1112.0,14.6
"2017","부안",11.8,18.5,6.0,36.0,-15.0,967.6,14.3
"2017","임실",13.2,18.7,8.6,35.8,-9.7,906.5,15.3
"2017","정읍",11.6,18.6,5.6,36.5,-14.9,958.3,13.5
"2017","남원",13.1,18.8,8.1,35.8,-10.9,938.2,15.6
"2017","장수",12.7,19.2,7.2,37.0,-13.1,851.3,14.5
"2017","고창군",10.8,17.5,4.8,35.3,-16.6,1128.1,14.2
"2017","영광",13.5,19.4,8.3,36.2,-10.0,1063.3,15.4
"2017","김해",12.9,18.6,8.0,35.8,-9.9,841.7,15.2
"2017","순창",14.6,20.2,10.1,38.0,-8.4,755.8,16.9
"2017","북창원",12.2,18.7,6.6,36.7,-14.8,1023.2,14.3
"2017","보성",15.1,21.0,10.1,38.7,-8.5,720.2,16.2
"2017","강진",14.1,19.9,8.8,35.5,-8.7,918.1,15.7
"2017","장흥",-,19.7,8.8,37.0,-7.3,816.2,16.0
"2017","해남",13.8,19.8,8.2,35.6,-8.8,969.7,15.9
"2017","고흥",13.4,19.5,7.6,37.2,-10.4,725.3,17.1
"2017","의령",13.7,19.5,8.4,36.0,-10.6,1115.4,16.1
"2017","함양",13.6,20.9,7.4,37.6,-12.2,876.8,16.7
"2017","광양",14.9,20.1,10.6,37.0,-7.6,824.4,16.7
"2017","진도",14.0,18.7,9.4,34.8,-6.1,787.6,18.0
"2017","봉화",10.3,17.4,3.9,34.6,-17.9,795.3,12.7
"2017","영주",11.6,17.7,5.9,36.4,-15.4,1055.3,15.4
"2017","문경",12.4,18.5,7.0,36.0,-13.1,1292.8,15.4
"2017","청송",11.2,18.5,5.0,36.9,-16.3,783.9,13.9
"2017","영덕",13.7,19.3,8.8,38.1,-9.4,880.3,16.3
"2017","의성",11.9,19.9,5.0,36.6,-16.7,691.7,14.9
"2017","구미",13.7,19.7,8.4,36.2,-10.8,688.6,16.3
"2017","영천",13.5,20.2,7.5,38.9,-13.4,713.9,15.6
"2017","경주",13.7,20.3,7.9,39.7,-10.2,590.7,15.5
"2017","거창",12.2,19.3,6.0,36.2,-13.9,782.8,15.1
"2017","합천",13.5,20.7,7.2,38.4,-13.0,780.0,17.0
"2017","밀양",14.2,21.2,8.1,39.0,-11.4,558.1,17.2
"2017","산청",13.3,19.9,7.8,36.5,-12.6,770.8,15.7
"2017","거제",15.2,20.2,11.0,37.0,-6.8,1411.1,16.9
"2017","남해",14.9,20.2,10.4,36.9,-9.1,1157.8,17.0
"2018","속초",12.6,16.9,8.5,38.7,-16.2,1777.0,14.4
"2018","북춘천",11.2,17.9,5.3,40.6,-21.7,1261.9,-
"2018","철원",10.4,16.7,4.6,38.4,-25.2,1480.6,13.4
"2018","동두천",11.7,18.4,6.4,38.7,-20.4,1500.0,14.3
"2018","파주",10.5,17.1,4.9,37.6,-23.5,1009.5,13.0
"2018","대관령",7.2,12.5,2.0,32.9,-24.4,1731.4,9.3
"2018","춘천",11.6,17.6,6.4,39.5,-21.6,1401.5,13.7
"2018","백령도",11.0,14.1,8.3,32.8,-13.7,831.1,-
"2018","북강릉",12.7,16.9,8.5,37.1,-15.9,1548.1,13.9
"2018","강릉",13.7,18.0,9.8,38.2,-14.2,1599.4,15.2
"2018","동해",13.2,17.1,9.4,35.8,-12.4,1436.5,14.8
"2018","서울",12.9,17.9,8.8,39.6,-17.8,1284.1,14.6
"2018","인천",12.5,16.3,9.2,35.9,-17.1,1134.4,13.8
"2018","원주",12.4,17.7,7.7,38.8,-17.4,1229.2,13.7
"2018","울릉도",13.0,16.0,10.5,34.5,-10.7,1586.4,15.2
"2018","수원",12.7,18.5,7.9,39.3,-16.8,1293.1,13.7
"2018","영월",11.5,18.0,6.1,39.9,-18.5,1360.8,14.1
"2018","충주",12.0,18.4,6.4,40.0,-19.2,1349.1,14.7
"2018","서산",12.2,17.6,7.4,37.1,-15.9,1227.2,14.8
"2018","울진",13.0,17.8,8.6,36.6,-13.3,1436.2,15.4
"2018","청주",13.5,18.7,9.1,39.1,-15.8,1381.6,14.8
"2018","대전",13.5,19.0,8.8,39.4,-16.3,1542.1,15.8
"2018","추풍령",11.9,17.5,6.5,36.7,-15.9,1304.2,14.2
"2018","안동",12.7,18.9,7.3,38.9,-18.2,1078.0,15.1
"2018","상주",13.1,19.1,8.0,38.5,-14.9,1357.2,15.8
"2018","포항",14.8,19.0,11.1,39.4,-12.9,1284.3,16.9
"2018","군산",13.2,18.1,9.0,37.1,-15.0,1637.1,15.9
"2018","대구",14.1,19.6,9.2,39.2,-13.9,1297.6,16.3
"2018","전주",13.9,19.3,9.5,38.9,-15.0,1332.5,16.7
"2018","울산",14.3,19.0,10.2,37.3,-12.4,1416.1,14.9
"2018","창원",14.2,19.1,10.1,37.0,-12.0,1507.3,15.9
"2018","광주",14.6,20.1,10.3,38.5,-11.5,1427.9,16.5
"2018","부산",15.1,19.2,11.8,36.4,-9.9,1778.6,17.6
"2018","통영",14.8,19.2,11.2,36.9,-9.0,2118.7,16.8
"2018","목포",14.4,18.4,11.1,36.7,-11.3,1363.3,17.2
"2018","여수",14.9,18.4,12.0,35.0,-10.3,1578.7,16.5
"2018","흑산도",13.8,17.2,11.4,34.9,-6.7,1516.2,17.1
"2018","완도",14.8,19.2,11.1,35.7,-8.2,1431.4,16.3
"2018","고창",13.3,18.8,8.5,37.8,-15.8,1316.9,15.6
"2018","순천",12.7,18.8,7.3,35.8,-12.5,1532.4,14.7
"2018","진도(첨찰산)",12.2,17.1,9.1,35.6,-13.8,1394.6,15.2
"2018","홍성",12.4,17.8,7.3,37.0,-16.6,1299.0,15.1
"2018","제주",16.6,19.8,13.9,35.3,-2.6,1769.5,18.3
"2018","고산",16.1,19.2,13.6,35.5,-2.7,1345.8,18.0
"2018","성산",15.7,19.3,12.3,34.7,-3.8,2146.7,16.6
"2018","서귀포",16.7,20.0,13.9,33.5,-3.0,2166.2,18.5
"2018","진주",13.4,19.8,7.7,37.9,-14.3,1605.4,-
"2018","강화",11.3,16.4,6.5,35.4,-19.0,1072.3,13.7
"2018","양평",12.1,18.2,6.8,40.1,-19.9,1355.4,14.5
"2018","이천",11.7,18.3,6.0,39.4,-19.2,1425.5,14.5
"2018","인제",10.1,16.5,4.8,37.7,-21.3,1214.3,12.4
"2018","홍천",11.2,18.0,5.6,41.0,-21.7,1348.6,13.7
"2018","태백",9.3,14.8,4.2,35.7,-20.1,1489.3,10.7
"2018","정선",10.6,17.2,5.4,39.6,-20.1,1420.9,13.7
"2018","제천",10.5,17.4,4.5,39.4,-21.3,1409.3,13.7
"2018","보은",11.6,18.5,5.7,38.2,-19.7,1409.5,14.7
"2018","천안",11.8,18.0,6.2,37.8,-20.6,1163.4,14.7
"2018","보령",13.0,17.6,8.8,36.4,-14.8,1337.2,15.7
"2018","부여",12.7,19.1,7.3,39.3,-16.6,1457.9,15.3
"2018","금산",12.0,18.6,6.2,38.8,-17.5,1397.2,15.0
"2018","부안",13.3,18.8,8.8,38.0,-14.6,1359.0,16.3
"2018","임실",12.0,18.8,6.0,37.5,-20.0,1468.2,14.7
"2018","정읍",13.1,18.7,8.4,38.4,-14.7,1305.0,16.1
"2018","남원",13.0,19.2,7.7,37.5,-16.4,1431.7,15.4
"2018","장수",11.1,17.7,5.2,36.5,-19.4,1665.0,14.7
"2018","고창군",12.8,18.7,7.9,37.7,-15.6,1314.1,15.7
"2018","영광",13.1,18.7,8.4,37.6,-15.2,1378.0,15.7
"2018","김해",14.8,20.3,10.5,38.5,-12.4,1469.7,-
"2018","순창",12.8,19.2,7.4,38.1,-16.2,1523.3,15.7
"2018","북창원",14.4,19.8,10.0,37.3,-11.7,1654.9,16.7
"2018","양산",14.8,20.5,10.0,39.1,-11.1,1589.2,15.4
"2018","보성",14.1,19.4,9.1,36.2,-11.6,1430.1,15.7
"2018","강진",14.0,19.5,9.3,37.4,-12.7,1634.5,16.3
"2018","장흥",13.8,19.5,8.5,36.8,-13.2,1410.9,15.9
"2018","해남",13.2,19.0,7.9,36.6,-14.0,1297.1,15.8
"2018","고흥",13.6,19.1,8.5,35.7,-12.6,1458.8,15.7
"2018","의령",13.5,20.4,7.6,38.7,-14.4,1561.6,16.4
"2018","함양",12.7,19.6,6.7,37.8,-16.0,1666.7,14.2
"2018","광양",14.8,19.8,10.7,37.6,-11.3,1695.0,16.2
"2018","진도",14.1,18.5,9.8,35.5,-9.5,1589.5,17.1
"2018","봉화",10.3,17.4,4.0,37.8,-21.7,1290.7,13.0
"2018","영주",11.6,17.6,5.9,38.0,-19.0,1591.5,15.7
"2018","문경",12.4,18.4,7.0,38.1,-16.7,1360.1,15.3
"2018","청송",11.2,18.1,5.3,38.1,-19.8,1139.7,14.5
"2018","영덕",13.4,18.9,8.6,39.9,-14.6,1365.4,15.9
"2018","의성",12.4,20.2,5.7,40.4,-19.2,1079.4,15.3
"2018","구미",13.6,19.3,8.5,38.1,-14.6,1410.1,16.2
"2018","영천",13.3,19.8,7.6,39.1,-14.8,1149.8,15.1
"2018","경주",13.5,19.7,8.1,39.8,-13.0,1303.7,15.2
"2018","거창",12.3,19.1,6.2,37.1,-16.4,1215.6,15.0
"2018","합천",13.3,20.3,7.3,39.5,-15.2,1479.4,16.5
"2018","밀양",13.8,20.3,8.2,38.9,-13.7,1337.0,16.5
"2018","산청",13.1,19.5,7.8,37.9,-14.6,1601.5,15.4
"2018","거제",15.0,19.8,11.0,37.8,-8.3,2507.6,16.2
"2018","남해",14.6,19.7,10.3,36.8,-9.9,2203.6,16.6
"2019","속초",13.8,18.0,9.6,36.1,-9.0,1355.5,15.0
"2019","북춘천",11.7,18.3,5.8,36.5,-15.1,931.8,14.3
"2019","철원",11.1,17.5,5.0,35.1,-17.1,920.5,13.4
"2019","동두천",12.0,18.4,6.6,35.8,-13.4,1028.1,14.4
"2019","파주",11.3,17.7,5.5,34.7,-16.1,1022.4,13.7
"2019","대관령",8.1,13.6,2.7,30.2,-20.1,1198.5,10.1
"2019","춘천",12.3,18.3,7.1,36.3,-14.1,923.2,14.0
