"시점","관측지점별",평균기온 (℃),평균최고기온 (℃),평균최저기온 (℃),최고기온 (℃),최저기온 (℃),합계강수량 (mm),평균지면온도 (℃)
"2011","제주",15.6,18.5,13.0,34.7,-2.8,1478.6,17.5
"2011","고산",15.4,18.1,13.1,33.9,-3.6,961.3,18.0
"2011","성산",15.4,18.7,12.4,33.1,-3.8,1865.7,16.7
"2011","서귀포",16.7,20.0,13.9,35.5,-3.7,2010.2,18.8
"2011","진주",13.0,19.0,7.6,34.7,-15.6,2026.4,15.2
"2011","강화",10.7,15.5,6.2,33.7,-20.1,2063.5,13.2
"2011","양평",11.3,17.2,6.3,35.5,-20.9,2198.5,13.4
"2011","이천",11.0,17.1,5.7,34.7,-20.6,2045.0,13.3
"2011","인제",9.4,15.4,4.3,33.3,-22.7,1778.5,12.0
"2011","홍천",10.7,17.4,5.3,36.0,-22.5,1639.6,12.7
"2011","태백",8.6,14.1,3.8,30.3,-20.0,1973.0,10.6
"2011","정선",9.8,15.8,4.9,33.9,-19.7,1761.4,12.2
"2011","제천",9.7,16.1,4.1,33.5,-23.2,2230.5,12.1
"2011","보은",10.8,17.0,5.1,32.5,-20.2,1810.7,13.0
"2011","천안",12.0,17.5,7.0,34.3,-18.3,1845.8,13.6
"2011","보령",12.1,16.5,8.1,34.4,-13.2,1743.0,14.1
"2011","부여",12.2,18.1,7.1,35.2,-15.9,2014.7,14.3
"2011","금산",11.3,17.9,5.7,34.0,-18.3,1798.5,13.5
"2011","부안",12.5,17.5,8.1,35.4,-17.0,1237.7,15.2
"2011","임실",10.7,17.3,5.0,34.1,-18.7,1700.0,14.2
"2011","정읍",13.0,18.4,8.4,35.9,-14.4,1654.0,15.2
"2011","남원",12.0,18.5,6.3,35.1,-17.0,1342.5,14.9
"2011","장수",10.4,16.5,4.8,32.8,-21.2,1811.5,13.8
"2011","고창군",13.2,18.5,8.5,35.6,-13.5,1565.8,14.9
"2011","영광",12.5,17.6,8.1,35.6,-14.5,1297.1,15.1
"2011","김해",15.3,20.1,11.3,35.6,-13.6,1537.5,15.1
"2011","순창",12.6,18.6,7.4,35.6,-15.4,1442.0,14.8
"2011","북창원",13.9,18.9,9.8,33.7,-13.3,1495.8,14.7
"2011","양산",14.6,19.5,10.5,35.3,-11.7,1606.4,15.6
"2011","보성",13.7,18.7,9.2,35.7,-9.5,1680.2,15.0
"2011","강진",13.1,18.1,8.7,35.0,-11.1,1439.1,14.8
"2011","장흥",13.5,19.0,8.4,36.1,-13.1,1583.8,15.6
"2011","해남",13.0,18.4,8.2,34.3,-11.3,1498.9,16.3
"2011","고흥",13.7,19.4,8.8,35.7,-9.6,1716.1,16.2
"2011","의령",13.0,19.6,7.4,33.6,-17.1,1766.3,16.1
"2011","함양",12.3,18.6,6.7,34.1,-13.1,1502.3,14.2
"2011","광양",-,-,-,35.0,-5.0,1936.0,-
"2011","봉화",9.6,16.5,3.4,33.1,-21.7,1589.9,12.2
"2011","영주",11.4,17.0,6.1,33.4,-18.5,1729.3,13.9
"2011","문경",11.6,17.3,6.7,33.2,-16.2,1666.1,14.5
"2011","청송",10.7,17.3,4.9,34.7,-18.5,1008.2,12.6
"2011","영덕",13.1,18.0,8.7,34.8,-15.1,1008.5,15.0
"2011","의성",11.5,18.8,5.0,35.0,-21.1,1130.5,14.1
"2011","구미",12.8,18.4,7.8,34.2,-13.9,1204.3,14.8
"2011","영천",12.5,18.5,7.0,34.2,-15.1,1127.1,14.3
"2011","경주",12.5,18.4,7.3,34.7,-14.7,1108.8,13.7
"2011","거창",11.6,18.0,6.0,33.3,-16.5,1321.3,14.1
"2011","합천",13.2,19.9,7.5,35.4,-16.4,1624.5,15.6
"2011","밀양",13.5,19.8,7.9,35.9,-15.8,1529.8,16.8
"2011","산청",13.1,18.7,8.2,34.8,-11.7,2013.1,15.0
"2011","거제",14.1,18.6,10.3,34.0,-10.4,1734.6,15.9
"2011","남해",14.1,18.9,9.9,34.6,-10.4,2183.4,16.1
"2012","속초",12.0,15.8,8.5,34.7,-14.3,1217.7,12.9
"2012","철원",9.6,15.6,4.0,34.3,-24.6,1317.7,12.0
"2012","동두천",11.0,17.4,6.0,36.4,-19.7,1383.9,13.9
"2012","파주",10.9,17.2,5.4,36.5,-24.6,1436.1,13.4
"2012","대관령",6.5,11.6,1.5,30.7,-23.5,1288.7,8.9
"2012","춘천",10.7,16.5,5.5,36.8,-23.1,1324.3,12.9
"2012","백령도",10.5,13.5,8.0,31.3,-12.8,892.3,13.1
"2012","북강릉",11.8,16.2,7.7,35.6,-15.2,1280.3,12.8
"2012","강릉",12.6,16.8,9.0,35.6,-14.2,1321.4,13.6
"2012","동해",12.2,16.3,8.6,34.0,-13.7,1123.3,14.5
"2012","서울",12.2,16.7,8.5,36.7,-17.1,1646.3,14.0
"2012","인천",12.1,16.0,8.8,35.3,-14.6,1415.1,14.7
"2012","원주",11.4,17.1,6.5,37.1,-20.5,1378.5,13.0
"2012","울릉도",11.9,14.9,9.5,31.4,-8.1,1777.1,13.8
"2012","수원",12.1,17.2,7.7,37.4,-16.2,1748.3,12.7
"2012","영월",10.8,17.2,5.3,38.7,-23.1,1398.8,13.6
"2012","충주",11.5,17.3,6.4,36.9,-20.7,1290.3,13.1
"2012","서산",11.5,16.6,6.9,36.0,-15.1,1642.6,15.0
"2012","울진",11.9,16.4,7.8,34.9,-13.7,1101.3,14.3
"2012","청주",12.7,17.7,8.3,36.4,-15.2,1387.6,14.3
"2012","대전",12.6,17.6,8.1,36.9,-14.4,1409.5,14.7
"2012","추풍령",11.2,16.2,6.4,34.7,-15.2,1465.8,12.8
"2012","안동",12.2,18.0,7.0,38.0,-18.6,1047.0,14.3
"2012","상주",11.7,17.1,7.1,35.5,-15.7,1323.0,14.4
"2012","포항",14.1,18.2,10.6,36.8,-11.5,1333.7,16.2
"2012","군산",12.3,16.8,8.3,36.1,-11.5,1659.5,14.6
"2012","대구",14.1,19.2,9.8,37.2,-12.4,1189.9,16.5
"2012","전주",13.2,18.7,8.5,38.3,-12.7,1359.7,16.6
"2012","울산",13.7,18.7,9.6,35.4,-11.6,1458.1,14.9
"2012","창원",14.2,18.6,10.6,35.5,-10.3,1559.4,15.8
"2012","광주",13.7,18.9,9.5,37.7,-10.2,1626.8,15.9
"2012","부산",14.5,18.6,11.3,34.5,-9.9,1983.3,16.6
"2012","통영",13.7,17.7,10.4,34.5,-8.8,1611.2,15.5
"2012","목포",13.1,17.1,9.8,35.7,-8.8,1577.5,15.9
"2012","여수",14.0,17.4,11.2,34.3,-9.2,1825.1,14.8
"2012","흑산도",13.5,16.3,11.4,33.8,-5.4,1645.2,15.8
"2012","완도",13.9,18.4,10.2,35.5,-7.9,1710.3,15.9
"2012","고창",13.0,18.1,8.5,37.0,-13.3,1404.1,14.7
"2012","순천",12.3,18.0,7.3,35.3,-12.3,1967.0,13.9
"2012","진도(첨찰산)",11.2,15.9,8.1,33.6,-10.9,2198.3,13.7
"2012","제주",15.7,18.6,13.1,34.9,-2.8,2248.3,16.3
"2012","고산",15.6,18.4,13.1,34.2,-2.3,1418.1,18.0
"2012","성산",15.4,18.9,12.1,33.0,-3.6,2458.4,17.1
"2012","서귀포",16.7,20.0,13.8,33.9,-1.5,2700.8,18.4
"2012","진주",12.7,18.6,7.4,35.4,-14.3,1752.9,15.3
"2012","강화",10.7,15.6,6.0,35.1,-18.1,1357.5,13.5
"2012","양평",11.4,17.2,6.4,37.0,-21.4,1532.0,14.0
"2012","이천",11.1,17.4,5.7,37.7,-22.8,1559.2,13.8
"2012","인제",10.0,16.1,4.9,36.9,-22.3,1023.6,13.0
"2012","홍천",10.6,17.3,5.1,37.9,-22.2,1277.8,13.0
"2012","태백",8.4,13.9,3.6,33.2,-20.3,1523.4,11.3
"2012","정선",9.9,15.9,5.0,37.2,-21.3,965.1,13.2
"2012","제천",9.6,16.1,4.0,36.9,-25.9,1381.3,12.4
"2012","보은",10.7,16.8,5.3,35.4,-21.9,1522.3,13.3
"2012","천안",11.9,17.5,6.8,36.4,-17.8,1336.7,14.5
"2012","보령",12.2,16.7,8.1,36.3,-11.7,1319.0,14.6
"2012","부여",11.8,17.6,6.8,37.3,-15.0,1545.8,14.6
"2012","금산",11.1,17.6,5.6,36.3,-18.5,1434.5,13.6
"2012","부안",12.5,17.5,8.1,36.1,-12.6,1503.7,15.4
"2012","임실",10.6,16.9,5.0,35.7,-17.8,1503.9,14.2
"2012","정읍",13.1,18.4,8.4,37.8,-13.2,1473.4,14.9
"2012","남원",11.9,18.3,6.3,35.9,-15.2,1518.1,14.9
"2012","장수",10.2,16.3,4.7,34.1,-19.2,1910.8,13.5
"2012","고창군",13.2,18.4,8.5,36.4,-12.9,1535.0,15.2
"2012","영광",12.6,17.5,8.2,35.9,-13.1,1679.9,15.6
"2012","김해",14.6,19.5,10.6,37.9,-9.2,1432.2,11.5
"2012","순창",12.5,18.3,7.4,37.5,-14.7,1607.9,14.4
"2012","북창원",13.7,18.6,9.6,35.6,-10.8,1828.5,14.3
"2012","양산",14.3,19.1,10.1,36.0,-9.6,1621.4,16.1
"2012","보성",13.6,18.4,9.1,35.1,-9.9,1779.9,15.5
"2012","강진",13.1,18.0,8.7,34.8,-10.6,1703.4,15.0
"2012","장흥",13.3,18.5,8.6,35.3,-11.5,1774.7,15.5
"2012","해남",13.2,18.3,8.5,36.0,-10.7,1695.4,16.3
"2012","고흥",13.5,18.7,8.8,36.0,-11.0,1791.9,15.1
"2012","의령",12.8,19.4,7.3,35.7,-14.5,1403.6,16.0
"2012","함양",12.2,18.4,6.9,35.2,-13.0,1576.8,13.8
"2012","광양",14.7,19.4,10.8,34.9,-9.6,1891.1,16.6
"2012","봉화",9.1,15.8,3.1,34.7,-27.7,1220.2,12.1
"2012","영주",11.2,16.9,6.0,37.5,-19.9,1431.0,14.1
"2012","문경",11.5,17.3,6.5,35.4,-17.0,1395.5,14.8
"2012","청송",10.4,17.1,4.8,36.3,-21.5,978.0,12.9
"2012","영덕",12.9,18.0,8.6,36.3,-13.7,1119.0,15.5
"2012","의성",11.3,18.6,4.8,37.6,-22.1,1007.9,14.2
"2012","구미",12.5,18.1,7.6,36.4,-14.1,1309.6,14.9
"2012","영천",12.3,18.4,7.0,36.9,-14.6,1316.0,14.6
"2012","경주",12.4,18.2,7.3,37.0,-13.4,1274.5,14.3
"2012","거창",11.4,17.5,5.9,34.7,-16.1,1538.8,14.1
"2012","합천",12.9,19.4,7.5,37.4,-13.9,1795.4,15.7
"2012","밀양",13.4,19.7,7.8,37.5,-14.0,1370.4,16.5
"2012","산청",12.8,18.5,8.1,35.6,-11.9,1914.2,15.1
"2012","거제",14.2,18.4,10.4,35.8,-8.2,2037.0,15.5
"2012","남해",13.9,18.6,10.0,35.5,-10.0,2208.7,15.5
"2013","속초",12.9,16.7,9.1,35.8,-14.1,1115.7,13.3
"2013","철원",10.0,15.9,4.5,32.7,-25.8,1758.9,12.6
"2013","동두천",11.4,17.5,6.4,34.3,-20.7,1470.9,13.8
"2013","파주",11.0,17.2,5.7,34.9,-24.5,1347.4,13.4
"2013","대관령",7.5,12.7,2.5,30.1,-26.8,1052.3,10.1
"2013","춘천",11.1,16.7,6.2,33.6,-23.1,1738.9,12.9
"2013","백령도",10.6,13.6,8.3,30.3,-12.9,863.5,13.0
"2013","북강릉",12.6,17.2,8.3,36.0,-14.2,895.4,14.7
"2013","강릉",13.6,17.9,9.8,36.1,-13.0,921.7,15.1
"2013","동해",13.2,17.5,9.4,36.1,-12.7,964.2,14.5
"2013","서울",12.5,16.9,8.7,33.9,-16.4,1403.8,14.0
"2013","인천",11.9,15.5,8.7,32.0,-15.9,1186.6,13.4
"2013","원주",11.9,17.5,7.0,34.1,-20.3,1501.1,13.0
"2013","울릉도",12.7,15.9,10.2,35.4,-9.7,1265.9,14.6
"2013","수원",12.3,17.5,7.8,34.7,-18.1,1240.1,13.4
"2013","영월",11.3,17.6,5.9,34.5,-22.6,1238.3,13.4
"2013","충주",11.8,17.6,6.6,34.2,-21.7,1102.6,13.2
"2013","서산",11.8,16.9,7.0,33.4,-16.6,1018.7,14.3
"2013","울진",12.8,17.5,8.4,37.8,-12.1,994.1,15.1
"2013","청주",13.3,18.4,8.8,35.5,-16.9,1240.7,14.3
"2013","대전",13.1,18.3,8.4,35.0,-16.5,1120.2,15.0
"2013","추풍령",11.8,17.2,6.8,34.0,-15.8,920.6,13.5
"2013","안동",12.4,18.7,7.0,36.0,-20.4,979.9,14.8
"2013","상주",12.4,18.3,7.5,35.6,-15.4,944.3,14.7
"2013","포항",14.9,19.4,11.0,37.6,-12.3,905.2,16.5
"2013","군산",12.6,17.5,8.4,34.9,-13.5,1092.4,14.8
"2013","대구",15.0,20.4,10.4,37.9,-12.5,996.4,16.7
"2013","전주",13.8,19.6,9.0,37.8,-15.3,1264.7,16.5
"2013","울산",14.8,20.2,10.3,38.8,-12.2,858.3,16.5
"2013","창원",15.0,19.7,11.1,37.1,-11.0,1110.0,16.6
"2013","광주",14.2,19.6,9.8,36.2,-10.3,1245.4,16.5
"2013","부산",15.3,19.5,11.8,35.0,-10.7,1130.1,17.4
"2013","통영",14.5,18.8,10.8,34.5,-9.4,1161.9,16.4
"2013","목포",13.8,18.2,10.3,36.9,-8.8,1089.7,16.8
"2013","여수",14.7,18.4,11.6,34.5,-9.3,1200.8,15.5
"2013","흑산도",13.7,16.8,11.3,33.9,-5.2,1093.7,16.2
"2013","완도",14.6,19.4,10.5,36.9,-7.2,1253.5,16.7
"2013","고창",13.0,18.3,8.3,34.8,-12.4,1226.8,15.2
"2013","순천",12.7,18.8,7.5,35.7,-12.9,1280.4,14.9
"2013","진도(첨찰산)",11.6,16.6,8.4,33.6,-10.8,1257.1,14.2
"2013","제주",16.5,19.8,13.5,36.3,-1.8,859.1,17.6
"2013","고산",15.5,18.4,12.9,33.8,-2.9,697.1,18.1
"2013","성산",15.9,19.6,12.3,34.0,-3.5,1364.0,17.6
"2013","서귀포",17.4,20.9,14.3,34.3,-1.1,1086.6,19.5
"2013","진주",13.4,19.8,7.7,36.7,-13.0,1220.6,15.9
"2013","강화",10.8,15.6,6.2,32.1,-19.7,1273.5,13.5
"2013","양평",11.7,17.4,6.8,34.2,-20.6,1683.1,13.9
"2013","이천",11.4,17.4,6.1,34.3,-22.5,1366.6,13.3
"2013","인제",10.6,16.7,5.7,33.4,-23.2,1332.1,12.6
"2013","홍천",10.8,17.4,5.6,34.6,-24.1,1302.3,13.1
"2013","태백",9.4,15.1,4.4,35.6,-21.7,922.4,11.7
"2013","정선",10.5,16.6,5.5,33.8,-22.0,1250.2,13.0
"2013","제천",10.1,16.6,4.4,33.8,-25.6,1437.0,12.9
"2013","보은",11.2,17.6,5.7,34.3,-22.0,1125.9,14.1
"2013","천안",12.3,18.1,7.1,35.6,-19.2,1095.6,14.5
"2013","보령",12.4,17.0,8.3,33.5,-13.6,1387.7,14.6
"2013","부여",12.2,18.2,7.1,34.5,-19.4,1236.3,14.4
"2013","금산",11.8,18.4,6.2,35.3,-22.0,996.8,14.6
"2013","부안",12.9,18.1,8.4,36.2,-15.8,1157.9,15.2
"2013","임실",11.2,17.6,5.6,34.8,-21.5,1400.0,14.1
"2013","정읍",13.7,19.3,8.9,37.1,-14.5,1061.9,15.6
"2013","남원",12.6,18.9,7.1,35.5,-18.4,1396.6,15.0
"2013","장수",10.7,17.0,5.1,33.8,-23.3,1574.2,14.2
"2013","고창군",13.5,19.0,8.8,36.6,-13.7,1079.5,15.1
"2013","영광",13.1,18.3,8.4,36.3,-14.3,1204.8,15.4
"2013","김해",14.9,20.3,10.5,39.2,-12.0,1057.2,14.0
"2013","순창",13.0,19.2,7.7,36.3,-16.7,1303.1,15.0
"2013","북창원",14.5,19.7,10.0,36.6,-11.5,1114.9,16.1
"2013","양산",15.0,20.4,10.4,38.1,-10.2,1092.3,16.7
"2013","보성",14.2,19.5,9.4,36.7,-9.8,1313.8,16.0
"2013","강진",13.6,19.0,8.8,35.8,-10.7,1205.3,15.0
"2013","장흥",13.7,19.5,8.5,36.6,-11.6,1157.3,16.1
"2013","해남",13.7,19.3,8.6,36.9,-12.1,1077.7,16.8
"2013","고흥",14.0,19.4,9.0,36.0,-10.8,1182.8,15.1
"2013","의령",12.8,19.8,6.9,35.4,-14.7,988.9,16.0
"2013","함양",12.8,19.6,7.0,36.9,-13.9,1096.2,14.5
"2013","광양",15.1,20.1,11.0,38.6,-9.0,1366.9,17.4
"2013","봉화",9.6,16.3,3.7,33.4,-25.0,1067.4,12.4
"2013","영주",11.6,17.6,6.3,34.8,-20.9,1180.8,14.4
"2013","문경",12.1,18.1,7.0,36.1,-16.5,1273.6,15.7
"2013","청송",11.0,18.0,5.2,34.7,-21.4,868.9,13.4
"2013","영덕",13.5,18.9,8.8,37.6,-12.5,863.4,15.5
"2013","의성",11.9,19.5,5.4,36.9,-23.2,851.0,14.7
"2013","구미",13.4,19.3,8.2,36.7,-15.1,895.1,15.7
"2013","영천",13.0,19.4,7.3,37.1,-15.7,971.7,15.3
"2013","경주",13.2,19.7,7.8,38.3,-13.3,820.8,14.9
"2013","거창",12.0,18.7,6.1,35.6,-18.4,1085.8,15.4
"2013","합천",13.3,20.2,7.5,37.3,-14.9,1276.0,16.6
"2013","밀양",14.1,20.9,8.3,38.4,-12.9,1036.5,17.1
"2013","산청",13.3,19.4,8.1,36.8,-13.3,1253.6,15.7
"2013","거제",14.9,19.6,10.9,36.7,-9.2,1256.3,16.6
"2013","남해",14.8,19.9,10.4,37.7,-8.6,1590.5,16.8
"2014","속초",13.2,17.1,9.3,34.6,-10.8,1104.0,13.9
"2014","철원",11.0,17.3,5.1,35.3,-20.3,684.4,13.0
"2014","동두천",12.1,18.7,6.9,36.3,-15.6,741.6,14.5
"2014","파주",11.4,17.8,5.9,35.8,-17.0,642.7,13.7
"2014","대관령",7.7,13.0,2.3,30.6,-19.8,1309.6,9.6
"2014","춘천",12.1,18.0,7.0,35.1,-20.1,677.4,13.9
"2014","백령도",11.6,14.8,9.1,33.2,-7.9,391.9,14.5
"2014","북강릉",12.8,17.1,8.6,35.5,-13.2,1371.0,15.8
"2014","강릉",13.8,17.9,9.9,36.1,-10.0,1388.8,14.5
"2014","동해",13.3,17.5,9.4,34.3,-9.0,1411.1,14.7
"2014","서울",13.4,18.3,9.3,35.8,-13.2,808.9,15.2
"2014","인천",12.8,16.5,9.6,35.3,-11.4,788.1,14.3
"2014","원주",12.8,18.6,7.7,35.9,-14.7,801.3,13.8
"2014","울릉도",12.8,15.9,10.3,31.3,-6.3,1527.7,14.4
"2014","수원",13.1,18.6,8.5,34.6,-11.1,1029.1,13.7
"2014","영월",11.9,18.7,6.1,35.4,-17.4,876.5,13.9
"2014","충주",12.2,18.4,6.9,34.9,-14.2,899.6,13.8
"2014","서산",12.3,17.8,7.5,33.7,-11.1,1000.2,14.6
"2014","울진",12.9,17.3,8.6,34.1,-9.5,1282.6,14.7
"2014","청주",13.9,19.1,9.4,36.0,-9.7,913.7,15.4
"2014","대전",13.4,18.9,8.8,34.9,-10.7,1117.7,15.4
"2014","추풍령",11.7,17.3,6.5,35.0,-12.6,1136.4,13.3
"2014","안동",12.5,18.7,7.1,35.6,-13.4,960.4,14.9
"2014","상주",12.7,18.6,7.7,35.8,-11.7,1184.9,14.9
"2014","포항",14.6,18.7,10.9,36.0,-8.3,1338.2,16.2
"2014","군산",13.0,18.1,8.9,35.3,-8.8,1141.0,15.5
"2014","대구",14.9,20.2,10.5,37.5,-7.4,1072.1,16.9
"2014","전주",13.9,19.8,9.0,36.0,-9.7,1206.8,16.4
"2014","울산",14.7,19.7,10.6,34.9,-6.5,1398.7,15.6
"2014","창원",14.9,19.6,11.1,35.2,-6.1,1525.8,16.2
"2014","광주",14.3,19.7,10.0,36.5,-7.3,1290.3,16.2
"2014","부산",15.1,19.2,12.0,32.9,-6.0,1693.1,16.7
"2014","통영",14.7,19.0,11.2,35.2,-6.2,1697.1,16.8
"2014","목포",13.9,18.1,10.6,34.3,-6.6,1087.7,16.5
"2014","여수",14.7,18.1,11.9,32.8,-6.3,1575.3,15.3
"2014","흑산도",14.1,17.0,11.9,31.1,-2.7,1186.7,16.2
"2014","완도",14.5,19.0,10.6,33.4,-7.5,1862.6,16.1
"2014","고창",12.9,18.2,8.3,34.5,-12.2,1291.1,15.0
"2014","순천",12.6,18.8,7.3,33.2,-10.7,1910.8,14.4
"2014","진도(첨찰산)",11.8,16.5,8.7,31.2,-8.4,1538.0,14.4
"2014","제주",16.2,19.1,13.6,35.2,0.1,1563.4,17.7
"2014","고산",15.5,18.5,13.0,32.6,-1.1,1271.6,18.1
"2014","성산",15.6,19.2,12.2,31.1,-2.7,2240.9,16.7
"2014","서귀포",17.0,20.4,14.0,33.8,-0.1,2473.2,17.8
"2014","진주",13.2,19.5,7.8,35.5,-10.6,1644.9,15.5
"2014","강화",11.8,16.9,7.0,35.8,-12.9,605.4,14.2
"2014","양평",12.4,18.4,7.2,35.0,-14.5,790.1,14.7
"2014","이천",11.9,18.3,6.4,34.7,-14.9,791.5,13.9
"2014","인제",11.1,17.5,5.8,36.9,-19.6,705.2,13.1
"2014","홍천",11.7,18.7,6.1,36.1,-19.9,703.5,13.3
"2014","태백",9.3,15.2,4.3,33.6,-16.5,1171.2,11.0
"2014","정선",10.8,17.3,5.7,34.6,-16.5,893.7,13.3
"2014","제천",10.6,17.3,4.6,33.7,-20.5,913.6,13.1
"2014","보은",11.5,18.1,5.8,34.2,-15.0,1089.2,14.1
"2014","천안",12.8,18.7,7.6,34.6,-14.5,1020.5,14.5
"2014","보령",12.9,17.6,8.9,33.8,-9.1,1010.1,15.0
"2014","부여",12.7,18.9,7.6,34.4,-11.4,1142.1,14.9
"2014","금산",12.1,18.7,6.4,35.5,-13.9,1131.0,14.6
"2014","부안",13.1,18.4,8.6,35.2,-13.2,1188.5,14.8
"2014","임실",11.5,18.1,5.8,34.2,-13.4,1340.5,13.9
"2014","정읍",13.7,19.3,9.0,37.3,-11.4,1261.2,15.9
"2014","남원",12.7,18.7,7.6,34.6,-11.0,1259.5,14.4
"2014","장수",11.0,17.4,5.4,32.4,-17.2,1321.4,13.8
"2014","고창군",13.9,19.6,9.1,36.6,-9.5,1332.7,15.9
"2014","영광",13.2,18.6,8.4,36.0,-13.0,1433.1,15.2
"2014","김해",14.8,20.0,10.7,35.4,-6.9,1634.8,16.5
"2014","순창",13.1,19.4,7.8,36.3,-11.7,1476.9,14.7
"2014","북창원",14.4,19.6,10.0,36.7,-7.3,1549.4,16.3
"2014","양산",14.6,20.1,10.1,36.9,-6.8,1767.4,15.8
"2014","보성",14.2,19.5,9.2,34.1,-8.9,1619.2,15.8
"2014","강진",13.6,19.1,8.8,33.3,-8.9,1513.2,14.9
"2014","장흥",13.7,19.5,8.6,33.2,-10.2,1546.0,15.9
"2014","해남",13.7,19.0,8.7,33.6,-13.0,1173.1,16.2
"2014","고흥",14.0,19.5,9.1,33.4,-9.6,1851.4,14.9
"2014","의령",12.2,19.1,6.6,35.0,-12.8,1380.4,16.1
"2014","함양",12.6,19.3,6.7,36.6,-12.3,1305.1,14.2
"2014","광양",14.9,19.6,11.0,36.7,-6.5,1503.3,17.3
"2014","봉화",9.9,16.8,3.7,34.0,-17.7,991.7,12.4
"2014","영주",12.0,18.1,6.3,35.2,-14.4,1156.4,14.8
"2014","문경",12.2,18.3,6.9,34.6,-13.2,1006.0,15.8
"2014","청송",11.0,18.1,5.2,36.7,-16.4,907.7,13.5
"2014","영덕",12.9,18.1,8.4,35.3,-9.6,1234.3,15.1
"2014","의성",11.7,19.4,5.1,37.0,-16.3,869.4,14.3
"2014","구미",13.5,19.5,8.3,36.7,-10.3,1222.8,15.4
"2014","영천",12.8,19.2,7.1,37.7,-12.2,1193.9,14.9
"2014","경주",12.9,19.2,7.5,37.8,-10.8,1274.1,15.1
"2014","거창",12.0,18.6,6.3,34.6,-12.8,1242.4,15.5
"2014","합천",13.1,19.9,7.4,35.5,-11.7,1292.1,16.5
"2014","밀양",14.0,20.7,8.4,37.9,-10.0,1212.4,17.0
"2014","산청",13.0,19.1,7.8,34.8,-10.1,1538.9,15.0
"2014","거제",14.8,19.7,10.9,34.2,-5.0,2257.1,16.6
"2014","남해",14.7,19.7,10.6,34.5,-7.0,2058.4,16.5
"2015","속초",12.6,16.6,8.8,35.4,-10.4,1127.7,14.8
"2015","철원",11.1,17.5,5.2,35.6,-18.1,1094.9,13.7
"2015","동두천",12.4,19.0,7.1,35.7,-14.3,988.5,14.5
"2015","파주",11.6,18.2,5.9,35.0,-16.4,716.2,14.4
"2015","대관령",8.0,13.4,2.7,30.0,-19.8,981.9,10.2
