시도명,시군명,코드,최근1개월강수량(mm),최근1개월평년강수량(mm),최근1개월평년비(%),최근1개월부족량(mm),금년강수량(mm),금년평년강수량(mm),금년평년비(%),금년부족량(mm),최근1년강수량(mm),최근1년평년강수량(mm),최근1년평년비(%),최근1년부족량(mm),홍수기이후강수량(mm),홍수기이후평년강수량(mm),홍수기이후평년비(%),홍수기이후부족량(mm)
전라북도,완주군,45710,147.1,301.679003324883,48.7604368811791,154.579003324883,428.3,733.505512996933,58.3908358439006,305.205512996933,1069.5,1277.12556554245,83.7427445550926,207.625565542455,552.9,863.552878742335,64.0261892016659,310.652878742335
전라북도,진안군,45720,165,322.98079252472,51.0866292420072,157.98079252472,445.1,789.357684610212,56.3876185255347,344.257684610212,1071.7,1375.29447247113,77.9251295960179,303.594472471132,576.2,933.154708852167,61.7475317365926,356.954708852167
전라북도,무주군,45730,158.6,276.338022430347,57.3934772367332,117.738022430347,381.4,679.618657675574,56.119707087569,298.218657675573,1025.9,1228.44690428203,83.5119528914106,202.54690428203,487.1,811.987999885521,59.9885712681313,324.887999885521
전라북도,장수군,45740,150.6,314.318840712913,47.91313166542,163.718840712913,383.5,764.381418751613,50.1712876048625,380.881418751613,992.2,1344.35179437809,73.8050861500131,352.151794378095,513.4,901.588496948114,56.9439385859363,388.188496948114
전라북도,임실군,45750,143,301.41168839663,47.4434156023257,158.41168839663,413.9,726.726672571107,56.9540125086714,312.826672571107,1019.3,1298.10041794257,78.522430615618,278.800417942568,546.8,859.418816502977,63.6243923800691,312.618816502977
전라북도,순창군,45770,182.4,306.149543696791,59.578726722078,123.749543696791,477.7,770.466425517003,62.0014038482535,292.766425517003,1051.3,1377.62575405431,76.3124525587635,326.325754054307,610.1,920.765221187962,66.2601047434062,310.665221187963
전라북도,고창군,45790,103.4,279.395128849323,37.0085192343362,175.995128849323,368.7,713.24517013083,51.6933048326664,344.54517013083,988.1,1282.16095018111,77.0652077541768,294.06095018111,512.1,861.219891425394,59.4621658299636,349.119891425394
전라북도,부안군,45800,119.3,271.201386700499,43.9894505892585,151.901386700499,385.5,687.423802593609,56.0789426472478,301.923802593609,1133.6,1236.55173301552,91.6742882431248,102.951733015517,562.1,836.266053082682,67.2154511029069,274.166053082682
전라남도,목포시,46110,188.9,214.65287417753,88.0025486375593,25.7528741775302,383.1,659.210230023873,58.1149961805244,276.110230023873,700.6,1138.63609256556,61.5297551671154,438.036092565562,474.4,799.687104793303,59.3232024321087,325.287104793302
전라남도,여수시,46130,233,273.625151630724,85.1529907288822,40.6251516307237,594.8,889.159218476772,66.8946559446303,294.359218476772,1095.4,1448.48304058375,75.6239437610912,353.083040583752,682.2,1029.88358845114,66.2404962706485,347.683588451142
