시점,관측지점별,평균기온 (℃),대분류
2012,파주,10.9,경기도
2012,대관령,6.5,강원도
2012,춘천,10.7,강원도
2012,백령도,10.5,인천광역시
2012,북강릉,11.8,강원도
2012,강릉,12.6,강원도
2012,동해,12.2,강원도
2012,서울,12.2,서울특별시
2012,인천,12.1,인천광역시
2012,원주,11.4,경상북도
2012,울릉도,11.9,경상북도
2012,수원,12.1,경기도
2012,영월,10.8,강원도
2012,충주,11.5,충청북도
2012,서산,11.5,충청남도
2012,울진,11.9,경상북도
2012,청주,12.7,충청북도
2012,대전,12.6,대전광역시
2012,추풍령,11.2,충청북도
2012,안동,12.2,경상북도
2012,상주,11.7,경상북도
2012,포항,14.1,경상북도
2012,군산,12.3,전라북도
2012,대구,14.1,대구광역시
2012,전주,13.2,전라북도
2012,울산,13.7,울산광역시
2012,창원,14.2,경상남도
2012,광주,13.7,광주광역시
2012,부산,14.5,부산광역시
2012,통영,13.7,경상남도
2012,목포,13.1,전라남도
2012,여수,14,전라남도
2012,흑산도,13.5,전라남도
2012,완도,13.9,전라남도
2012,고창,13,전라북도
2012,순천,12.3,전라남도
2012,진도(첨찰산),11.2,전라남도
2012,제주,15.7,제주도
2012,고산,15.6,제주도
2012,성산,15.4,제주도
2012,서귀포,16.7,제주도
2012,진주,12.7,경상남도
2012,강화,10.7,인천광역시
2012,양평,11.4,경기도
2012,이천,11.1,경기도
2012,인제,10,강원도
2012,홍천,10.6,강원도
2012,태백,8.4,강원도
2012,정선,9.9,강원도
2012,제천,9.6,충청북도
2012,보은,10.7,충청북도
2012,천안,11.9,충청남도
2012,보령,12.2,충청남도
2012,부여,11.8,충청남도
2012,금산,11.1,충청남도
2012,부안,12.5,전라북도
2012,임실,10.6,전라북도
2012,정읍,13.1,전라북도
2012,남원,11.9,전라북도
2012,장수,10.2,전라북도
2012,고창군,13.2,전라북도
2012,영광,12.6,전라남도
2012,김해,14.6,경상남도
2012,순창,12.5,전라북도
2012,북창원,13.7,경상남도
2012,양산,14.3,경상남도
2012,보성,13.6,전라남도
2012,강진,13.1,전라남도
2012,장흥,13.3,전라남도
2012,해남,13.2,전라남도
2012,고흥,13.5,전라남도
2012,의령,12.8,경상남도
2012,함양,12.2,경상남도
2012,광양,14.7,전라남도
2012,봉화,9.1,경상북도
2012,영주,11.2,경상북도
2012,문경,11.5,경상북도
2012,청송,10.4,경상북도
2012,영덕,12.9,경상북도
2012,의성,11.3,경상북도
2012,구미,12.5,경상북도
2012,영천,12.3,경상북도
2012,경주,12.4,경상북도
2012,거창,11.4,경상남도
2012,합천,12.9,경상남도
2012,밀양,13.4,경상남도
2012,산청,12.8,경상남도
2012,거제,14.2,경상남도
2012,남해,13.9,경상남도
2013,속초,12.9,강원도
2013,철원,10,강원도
2013,동두천,11.4,경기도
2013,파주,11,경기도
2013,대관령,7.5,강원도
2013,춘천,11.1,강원도
2013,백령도,10.6,인천광역시
2013,북강릉,12.6,강원도
2013,강릉,13.6,강원도
2013,동해,13.2,강원도
2013,서울,12.5,서울특별시
2013,인천,11.9,인천광역시
2013,원주,11.9,경상북도
2013,울릉도,12.7,경상북도
2013,수원,12.3,경기도
2013,영월,11.3,강원도
2013,충주,11.8,충청북도
2013,서산,11.8,충청남도
2013,울진,12.8,경상북도
2013,청주,13.3,충청북도
2013,대전,13.1,대전광역시
2013,추풍령,11.8,충청북도
2013,안동,12.4,경상북도
2013,상주,12.4,경상북도
2013,포항,14.9,경상북도
2013,군산,12.6,전라북도
2013,대구,15,대구광역시
2013,전주,13.8,전라북도
2013,울산,14.8,울산광역시
2013,창원,15,경상남도
2013,광주,14.2,광주광역시
2013,부산,15.3,부산광역시
2013,통영,14.5,경상남도
2013,목포,13.8,전라남도
2013,여수,14.7,전라남도
2013,흑산도,13.7,전라남도
2013,완도,14.6,전라남도
2013,고창,13,전라북도
2013,순천,12.7,전라남도
2013,진도(첨찰산),11.6,전라남도
2013,제주,16.5,제주도
2013,고산,15.5,제주도
2013,성산,15.9,제주도
2013,서귀포,17.4,제주도
2013,진주,13.4,경상남도
2013,강화,10.8,인천광역시
2013,양평,11.7,경기도
2013,이천,11.4,경기도
2013,인제,10.6,강원도
2013,홍천,10.8,강원도
2013,태백,9.4,강원도
2013,정선,10.5,강원도
2013,제천,10.1,충청북도
2013,보은,11.2,충청북도
2013,천안,12.3,충청남도
2013,보령,12.4,충청남도
2013,부여,12.2,충청남도
2013,금산,11.8,충청남도
2013,부안,12.9,전라북도
2013,임실,11.2,전라북도
2013,정읍,13.7,전라북도
2013,남원,12.6,전라북도
2013,장수,10.7,전라북도
2013,고창군,13.5,전라북도
2013,영광,13.1,전라남도
2013,김해,14.9,경상남도
2013,순창,13,전라북도
2013,북창원,14.5,경상남도
2013,양산,15,경상남도
2013,보성,14.2,전라남도
2013,강진,13.6,전라남도
2013,장흥,13.7,전라남도
2013,해남,13.7,전라남도
2013,고흥,14,전라남도
2013,의령,12.8,경상남도
2013,함양,12.8,경상남도
2013,광양,15.1,전라남도
2013,봉화,9.6,경상북도
2013,영주,11.6,경상북도
2013,문경,12.1,경상북도
2013,청송,11,경상북도
2013,영덕,13.5,경상북도
2013,의성,11.9,경상북도
2013,구미,13.4,경상북도
2013,영천,13,경상북도
2013,경주,13.2,경상북도
2013,거창,12,경상남도
2013,합천,13.3,경상남도
2013,밀양,14.1,경상남도
2013,산청,13.3,경상남도
2013,거제,14.9,경상남도
2013,남해,14.8,경상남도
2014,속초,13.2,강원도
2014,철원,11,강원도
2014,동두천,12.1,경기도
2014,파주,11.4,경기도
2014,대관령,7.7,강원도
2014,춘천,12.1,강원도
2014,백령도,11.6,인천광역시
2014,북강릉,12.8,강원도
2014,강릉,13.8,강원도
2014,동해,13.3,강원도
2014,서울,13.4,서울특별시
2014,인천,12.8,인천광역시
2014,원주,12.8,경상북도
2014,울릉도,12.8,경상북도
2014,수원,13.1,경기도
2014,영월,11.9,강원도
2014,충주,12.2,충청북도
2014,서산,12.3,충청남도
2014,울진,12.9,경상북도
2014,청주,13.9,충청북도
2014,대전,13.4,대전광역시
2014,추풍령,11.7,충청북도
2014,안동,12.5,경상북도
2014,상주,12.7,경상북도
2014,포항,14.6,경상북도
2014,군산,13,전라북도
2014,대구,14.9,대구광역시
2014,전주,13.9,전라북도
2014,울산,14.7,울산광역시
2014,창원,14.9,경상남도
2014,광주,14.3,광주광역시
2014,부산,15.1,부산광역시
2014,통영,14.7,경상남도
2014,목포,13.9,전라남도
2014,여수,14.7,전라남도
2014,흑산도,14.1,전라남도
2014,완도,14.5,전라남도
2014,고창,12.9,전라북도
2014,순천,12.6,전라남도
2014,진도(첨찰산),11.8,전라남도
2014,제주,16.2,제주도
2014,고산,15.5,제주도
2014,성산,15.6,제주도
2014,서귀포,17,제주도
2014,진주,13.2,경상남도
2014,강화,11.8,인천광역시
2014,양평,12.4,경기도
2014,이천,11.9,경기도
2014,인제,11.1,강원도
2014,홍천,11.7,강원도
2014,태백,9.3,강원도
2014,정선,10.8,강원도
2014,제천,10.6,충청북도
2014,보은,11.5,충청북도
2014,천안,12.8,충청남도
2014,보령,12.9,충청남도
2014,부여,12.7,충청남도
2014,금산,12.1,충청남도
2014,부안,13.1,전라북도
2014,임실,11.5,전라북도
2014,정읍,13.7,전라북도
2014,남원,12.7,전라북도
2014,장수,11,전라북도
2014,고창군,13.9,전라북도
2014,영광,13.2,전라남도
2014,김해,14.8,경상남도
2014,순창,13.1,전라북도
2014,북창원,14.4,경상남도
2014,양산,14.6,경상남도
2014,보성,14.2,전라남도
2014,강진,13.6,전라남도
2014,장흥,13.7,전라남도
2014,해남,13.7,전라남도
2014,고흥,14,전라남도
2014,의령,12.2,경상남도
2014,함양,12.6,경상남도
2014,광양,14.9,전라남도
2014,봉화,9.9,경상북도
2014,영주,12,경상북도
2014,문경,12.2,경상북도
2014,청송,11,경상북도
2014,영덕,12.9,경상북도
2014,의성,11.7,경상북도
2014,구미,13.5,경상북도
2014,영천,12.8,경상북도
2014,경주,12.9,경상북도
2014,거창,12,경상남도
2014,합천,13.1,경상남도
2014,밀양,14,경상남도
2014,산청,13,경상남도
2014,거제,14.8,경상남도
2014,남해,14.7,경상남도
2015,속초,12.6,강원도
2015,철원,11.1,강원도
2015,동두천,12.4,경기도
2015,파주,11.6,경기도
2015,대관령,8,강원도
2015,춘천,12.5,강원도
2015,백령도,11.9,인천광역시
2015,북강릉,13.1,강원도
2015,강릉,13.9,강원도
2015,동해,13.8,강원도
2015,서울,13.6,서울특별시
2015,인천,13.1,인천광역시
2015,원주,13.6,경상북도
2015,울릉도,13.1,경상북도
2015,수원,13.5,경기도
2015,영월,12.4,강원도
2015,충주,12.7,충청북도
2015,서산,12.7,충청남도
2015,울진,13.2,경상북도
2015,청주,14,충청북도
2015,대전,14,대전광역시
2015,추풍령,12.2,충청북도
2015,안동,12.9,경상북도
2015,상주,13.7,경상북도
2015,포항,14.8,경상북도
2015,군산,13.4,전라북도
2015,대구,14.8,대구광역시
2015,전주,14.2,전라북도
2015,울산,15,울산광역시
2015,창원,14.6,경상남도
2015,광주,14.6,광주광역시
2015,부산,15.4,부산광역시
2015,통영,14.8,경상남도
2015,목포,14.4,전라남도
2015,여수,14.9,전라남도
2015,흑산도,13.6,전라남도
2015,완도,14.5,전라남도
2015,고창,13.4,전라북도
2015,순천,13.2,전라남도
2015,진도(첨찰산),11.7,전라남도
2015,제주,16.7,제주도
2015,고산,15.6,제주도
2015,성산,15.7,제주도
2015,서귀포,16.7,제주도
2015,진주,13.4,경상남도
2015,강화,12,인천광역시
2015,양평,12.9,경기도
2015,이천,12.4,경기도
2015,인제,11.1,강원도
2015,홍천,12.2,강원도
2015,태백,9.8,강원도
2015,정선,11.4,강원도
2015,제천,11.1,충청북도
2015,보은,12,충청북도
2015,천안,13,충청남도
2015,보령,13.3,충청남도
2015,부여,12.9,충청남도
2015,금산,12.6,충청남도
2015,부안,13.5,전라북도
2015,임실,12.1,전라북도
2015,정읍,14.1,전라북도
2015,남원,12.8,전라북도
2015,장수,11.5,전라북도
2015,고창군,13.9,전라북도
2015,영광,13.5,전라남도
2015,김해,15.3,경상남도
2015,순창,13.3,전라북도
2015,북창원,14.5,경상남도
2015,양산,14.9,경상남도
2015,보성,14.6,전라남도
2015,강진,13.9,전라남도
2015,장흥,13.9,전라남도
2015,해남,13.9,전라남도
2015,고흥,14.1,전라남도
2015,의령,12.9,경상남도
2015,함양,13,경상남도
2015,광양,15.4,전라남도
2015,진도,14.1,전라남도
2015,봉화,10.3,경상북도
2015,영주,12.5,경상북도
2015,문경,12.5,경상북도
2015,청송,11.6,경상북도
2015,영덕,13.5,경상북도
2015,의성,12.1,경상북도
2015,구미,14.1,경상북도
2015,영천,13.5,경상북도
2015,경주,13.5,경상북도
2015,거창,12.4,경상남도
2015,합천,13.4,경상남도
2015,밀양,14.2,경상남도
2015,산청,13.3,경상남도
2015,거제,14.9,경상남도
2015,남해,14.7,경상남도
2016,속초,12.8,강원도
2016,철원,11.2,강원도
2016,동두천,12.6,경기도
2016,파주,11.7,경기도
2016,대관령,8.1,강원도
2016,춘천,12.4,강원도
2016,백령도,11.9,인천광역시
2016,북강릉,13.1,강원도
2016,강릉,13.8,강원도
2016,동해,14.2,강원도
2016,서울,13.6,서울특별시
2016,인천,13.3,인천광역시
2016,원주,13.4,경상북도
2016,울릉도,13.2,경상북도
2016,수원,13.6,경기도
2016,영월,12.4,강원도
2016,충주,12.9,충청북도
2016,서산,12.9,충청남도
2016,울진,13.2,경상북도
2016,청주,13.9,충청북도
2016,대전,14,대전광역시
2016,추풍령,12.4,충청북도
2016,안동,13.2,경상북도
2016,상주,13.8,경상북도
2016,포항,15.2,경상북도
2016,군산,13.8,전라북도
2016,대구,14.6,대구광역시
2016,전주,14.3,전라북도
2016,울산,14.8,울산광역시
2016,창원,14.9,경상남도
2016,광주,15,광주광역시
2016,부산,15.7,부산광역시
2016,통영,15.3,경상남도
2016,목포,14.8,전라남도
2016,여수,15.3,전라남도
2016,흑산도,13.7,전라남도
2016,완도,15.1,전라남도
2016,고창,14,전라북도
2016,순천,13.9,전라남도
2016,진도(첨찰산),12.4,전라남도
2016,제주,17,제주도
2016,고산,16.2,제주도
2016,성산,16.3,제주도
2016,서귀포,17,제주도
2016,진주,13.8,경상남도
2016,강화,12.1,인천광역시
2016,양평,12.9,경기도
2016,이천,12.7,경기도
2016,인제,11.2,강원도
2016,홍천,12.3,강원도
2016,태백,9.8,강원도
2016,정선,11.5,강원도
2016,제천,11.3,충청북도
2016,보은,12.3,충청북도
2016,천안,12.7,충청남도
2016,보령,13.6,충청남도
2016,부여,13.3,충청남도
2016,금산,12.7,충청남도
2016,부안,13.8,전라북도
2016,임실,12.5,전라북도
2016,정읍,14.3,전라북도
2016,남원,13.5,전라북도
2016,장수,11.7,전라북도
2016,고창군,14.3,전라북도
2016,영광,13.7,전라남도
2016,김해,15.4,경상남도
2016,순창,12.7,전라북도
2016,북창원,14.9,경상남도
2016,양산,15.3,경상남도
2016,보성,14.7,전라남도
2016,강진,14.4,전라남도
2016,장흥,14.3,전라남도
2016,해남,14,전라남도
2016,고흥,14.2,전라남도
2016,의령,13.3,경상남도
2016,함양,13.6,경상남도
2016,광양,15.4,전라남도
2016,진도,14.5,전라남도
2016,봉화,10.8,경상북도
2016,영주,12.3,경상북도
2016,문경,12.3,경상북도
2016,청송,11.8,경상북도
2016,영덕,13.8,경상북도
2016,의성,12.7,경상북도
2016,구미,14.2,경상북도
2016,영천,13.9,경상북도
2016,경주,14,경상북도
2016,거창,12.7,경상남도
2016,합천,13.8,경상남도
2016,밀양,14.7,경상남도
2016,산청,13.8,경상남도
2016,거제,15.6,경상남도
2016,남해,15.1,경상남도
2017,속초,13.1,강원도
2017,북춘천,11.3,강원도
2017,철원,10.5,강원도
2017,동두천,11.8,경기도
2017,파주,10.5,경기도
2017,대관령,7.3,강원도
2017,춘천,11.7,강원도
2017,백령도,11.8,인천광역시
2017,북강릉,13.1,강원도
2017,강릉,13.9,강원도
2017,동해,14.1,강원도
2017,서울,13,서울특별시
2017,인천,12.5,인천광역시
2017,원주,12.1,경상북도
2017,울릉도,13.1,경상북도
2017,수원,12.6,경기도
2017,영월,11.7,강원도
2017,충주,12,충청북도
2017,서산,12.2,충청남도
2017,울진,13.2,경상북도
2017,청주,13.4,충청북도
2017,대전,13.4,대전광역시
2017,추풍령,11.9,충청북도
2017,안동,12.6,경상북도
2017,상주,13.3,경상북도
2017,포항,15,경상북도
2017,군산,13.1,전라북도
2017,대구,14.4,대구광역시
2017,전주,13.6,전라북도
2017,울산,14.5,울산광역시
2017,창원,14.8,경상남도
2017,광주,14.6,광주광역시
2017,부산,15.2,부산광역시
2017,통영,14.9,경상남도
2017,목포,14.3,전라남도
2017,여수,14.3,전라남도
2017,흑산도,15,전라남도
2017,완도,13.5,전라남도
2017,고창,14.9,전라북도
2017,순천,13.1,전라남도
2017,진도(첨찰산),12.7,전라남도
2017,홍성,12.4,충청남도
2017,고산,16.8,제주도
2017,성산,16,제주도
2017,서귀포,16,제주도
2017,진주,17,경상남도
2017,강화,13.5,인천광역시
2017,양평,11.5,경기도
2017,이천,12.2,경기도
2017,인제,11.7,강원도
2017,홍천,10.5,강원도
2017,태백,11.3,강원도
2017,정선,9,강원도
2017,제천,10.8,충청북도
2017,보은,10.5,충청북도
2017,천안,11.5,충청남도
2017,보령,11.8,충청남도
2017,부여,12.8,충청남도
2017,금산,12.5,충청남도
2017,부안,11.8,전라북도
2017,임실,13.2,전라북도
2017,정읍,11.6,전라북도
2017,남원,13.1,전라북도
2017,장수,12.7,전라북도
2017,고창군,10.8,전라북도
2017,영광,13.5,전라남도
2017,김해,12.9,경상남도
2017,순창,14.6,전라북도
2017,북창원,12.2,경상남도
2017,보성,15.1,전라남도
2017,강진,14.1,전라남도
2017,해남,13.8,전라남도
2017,고흥,13.4,전라남도
2017,의령,13.7,경상남도
2017,함양,13.6,경상남도
2017,광양,14.9,전라남도
2017,진도,14,전라남도
2017,봉화,10.3,경상북도
2017,영주,11.6,경상북도
2017,문경,12.4,경상북도
2017,청송,11.2,경상북도
2017,영덕,13.7,경상북도
2017,의성,11.9,경상북도
2017,구미,13.7,경상북도
2017,영천,13.5,경상북도
2017,경주,13.7,경상북도
2017,거창,12.2,경상남도
2017,합천,13.5,경상남도
2017,밀양,14.2,경상남도
2017,산청,13.3,경상남도
2017,거제,15.2,경상남도
2017,남해,14.9,경상남도
2018,속초,12.6,강원도
2018,북춘천,11.2,강원도
2018,철원,10.4,강원도
2018,동두천,11.7,경기도
2018,파주,10.5,경기도
2018,대관령,7.2,강원도
2018,춘천,11.6,강원도
2018,백령도,11,인천광역시
2018,북강릉,12.7,강원도
2018,강릉,13.7,강원도
2018,동해,13.2,강원도
2018,서울,12.9,서울특별시
2018,인천,12.5,인천광역시
2018,원주,12.4,경상북도
2018,울릉도,13,경상북도
2018,수원,12.7,경기도
2018,영월,11.5,강원도
2018,충주,12,충청북도
2018,서산,12.2,충청남도
2018,울진,13,경상북도
2018,청주,13.5,충청북도
2018,대전,13.5,대전광역시
2018,추풍령,11.9,충청북도
2018,안동,12.7,경상북도
2018,상주,13.1,경상북도
2018,포항,14.8,경상북도
2018,군산,13.2,전라북도
2018,대구,14.1,대구광역시
2018,전주,13.9,전라북도
2018,울산,14.3,울산광역시
2018,창원,14.2,경상남도
2018,광주,14.6,광주광역시
2018,부산,15.1,부산광역시
2018,통영,14.8,경상남도
2018,목포,14.4,전라남도
2018,여수,14.9,전라남도
2018,흑산도,13.8,전라남도
2018,완도,14.8,전라남도
2018,고창,13.3,전라북도
2018,순천,12.7,전라남도
2018,진도(첨찰산),12.2,전라남도
2018,홍성,12.4,충청남도
2018,제주,16.6,제주도
2018,고산,16.1,제주도
2018,성산,15.7,제주도
2018,서귀포,16.7,제주도
2018,진주,13.4,경상남도
2018,강화,11.3,인천광역시
2018,양평,12.1,경기도
2018,이천,11.7,경기도
2018,인제,10.1,강원도
2018,홍천,11.2,강원도
2018,태백,9.3,강원도
2018,정선,10.6,강원도
2018,제천,10.5,충청북도
2018,보은,11.6,충청북도
2018,천안,11.8,충청남도
2018,보령,13,충청남도
2018,부여,12.7,충청남도
2018,금산,12,충청남도
2018,부안,13.3,전라북도
2018,임실,12,전라북도
2018,정읍,13.1,전라북도
2018,남원,13,전라북도
2018,장수,11.1,전라북도
2018,고창군,12.8,전라북도
2018,영광,13.1,전라남도
2018,김해,14.8,경상남도
2018,순창,12.8,전라북도
2018,북창원,14.4,경상남도
2018,양산,14.8,경상남도
2018,보성,14.1,전라남도
2018,강진,14,전라남도
2018,장흥,13.8,전라남도
2018,해남,13.2,전라남도
2018,고흥,13.6,전라남도
2018,의령,13.5,경상남도
2018,함양,12.7,경상남도
2018,광양,14.8,전라남도
2018,진도,14.1,전라남도
2018,봉화,10.3,경상북도
2018,영주,11.6,경상북도
2018,문경,12.4,경상북도
2018,청송,11.2,경상북도
2018,영덕,13.4,경상북도
2018,의성,12.4,경상북도
2018,구미,13.6,경상북도
2018,영천,13.3,경상북도
2018,경주,13.5,경상북도
2018,거창,12.3,경상남도
2018,합천,13.3,경상남도
2018,밀양,13.8,경상남도
2018,산청,13.1,경상남도
2018,거제,15,경상남도
2018,남해,14.6,경상남도
2019,속초,13.8,강원도
2019,북춘천,11.7,강원도
2019,철원,11.1,강원도
2019,동두천,12,경기도
2019,파주,11.3,경기도
2019,대관령,8.1,강원도
2019,춘천,12.3,강원도
2019,백령도,12,인천광역시
2019,북강릉,13.6,강원도
2019,강릉,14.7,강원도
2019,동해,13.4,강원도
2019,서울,13.5,서울특별시
2019,인천,13.2,인천광역시
2019,원주,13,경상북도
2019,울릉도,13.7,경상북도
2019,수원,13.2,경기도
2019,영월,12.1,강원도
2019,충주,12.3,충청북도
2019,서산,12.7,충청남도
2019,울진,13.9,경상북도
2019,청주,14.2,충청북도
2019,대전,14,대전광역시
2019,추풍령,12.4,충청북도
2019,안동,12.9,경상북도
2019,상주,13.4,경상북도
2019,포항,15.5,경상북도
2019,군산,13.5,전라북도
2019,대구,14.8,대구광역시
2019,전주,14.2,전라북도
2019,울산,14.9,울산광역시
2019,창원,14.6,경상남도
2019,광주,14.7,광주광역시
2019,부산,15.7,부산광역시
2019,통영,15.3,경상남도
2019,목포,14.3,전라남도
2019,여수,15.4,전라남도
2019,흑산도,14.1,전라남도
2019,완도,15,전라남도
2019,고창,13.4,전라북도
2019,순천,13.1,전라남도
2019,홍성,12.7,충청남도
2019,제주,16.8,제주도
2019,고산,16.2,제주도
2019,성산,16.1,제주도
2019,서귀포,17.3,제주도
2019,진주,13.9,경상남도
2019,강화,12.2,인천광역시
2019,양평,12.7,경기도
2019,이천,12.3,경기도
2019,인제,11.2,강원도
2019,홍천,12.1,강원도
2019,태백,9.9,강원도
2019,정선,11.2,강원도
2019,제천,11.1,충청북도
2019,보은,12.2,충청북도
2019,천안,12,충청남도
2019,보령,13.2,충청남도
2019,부여,12.9,충청남도
2019,금산,12.4,충청남도
2019,부안,13.7,전라북도
2019,임실,12.2,전라북도
2019,정읍,13.3,전라북도
2019,남원,13.3,전라북도
2019,장수,11.4,전라북도
2019,고창군,13.2,전라북도
2019,영광,13.3,전라남도
2019,김해,15.5,경상남도
2019,순창,13,전라북도
2019,북창원,14.2,경상남도
2019,양산,15.4,경상남도
2019,보성,14.3,전라남도
2019,강진,14.3,전라남도
2019,장흥,14.2,전라남도
2019,해남,13.2,전라남도
2019,고흥,13.9,전라남도
2019,의령,14,경상남도
2019,함양,13.2,경상남도
2019,광양,15.4,전라남도
2019,진도,14.2,전라남도
2019,봉화,11,경상북도
2019,영주,12.1,경상북도
2019,문경,12.9,경상북도
2019,청송,11.7,경상북도
2019,영덕,14.3,경상북도
2019,의성,12.9,경상북도
2019,구미,14.2,경상북도
2019,영천,14.1,경상북도
2019,경주,14.1,경상북도
2019,거창,12.7,경상남도
2019,합천,13.8,경상남도
2019,밀양,14.3,경상남도
2019,산청,13.7,경상남도
2019,거제,15.6,경상남도
2019,남해,15.2,경상남도
